Code géographique 1991;Statut municipal;Nom de la municipalité;Population estimée;Latitude;Longitude 
59030;M;Calixa-Lavallée;531;45° 44' 46" N;73° 16' 51" O
59035;V;Contrecoeur;10538;45° 51' 27" N;73° 14' 22" O
60005;V;Charlemagne;6679;45° 43' 16" N;73° 29' 14" O
60013;V;Repentigny;90040;45° 44' 31" N;73° 27' 05" O
60020;P;Saint-Sulpice;3446;45° 49' 35" N;73° 21' 22" O
60028;V;L'Assomption;24904;45° 49' 54" N;73° 25' 25" O
60037;V;L'Épiphanie;9168;45° 51' 02" N;73° 28' 56" O
61005;M;Saint-Paul;7122;45° 58' 55" N;73° 26' 49" O
61013;V;Crabtree;4193;45° 57' 48" N;73° 28' 24" O
61020;VL;Saint-Pierre;293;46° 00' 60" N;73° 28' 54" O
61025;V;Joliette;22296;46° 01' 26" N;73° 26' 34" O
61027;M;Saint-Thomas;3579;46° 01' 02" N;73° 20' 31" O
61030;V;Notre-Dame-des-Prairies;9576;46° 02' 37" N;73° 25' 49" O
61035;V;Saint-Charles-Borromée;16529;46° 02' 47" N;73° 27' 24" O
61040;M;Saint-Ambroise-de-Kildare;4549;46° 04' 32" N;73° 33' 24" O
61045;M;Notre-Dame-de-Lourdes;3279;46° 06' 00" N;73° 25' 34" O
61050;M;Sainte-Mélanie;3420;46° 08' 04" N;73° 30' 48" O
62007;M;Saint-Félix-de-Valois;7437;46° 09' 19" N;73° 25' 55" O
62015;M;Saint-Jean-de-Matha;5273;46° 13' 48" N;73° 32' 03" O
62020;M;Sainte-Béatrix;2357;46° 11' 38" N;73° 37' 15" O
62025;M;Saint-Alphonse-Rodriguez;3588;46° 11' 11" N;73° 41' 23" O
62030;M;Sainte-Marcelline-de-Kildare;1867;46° 07' 03" N;73° 35' 57" O
62037;M;Rawdon;12720;46° 02' 32" N;73° 42' 26" O
62047;M;Chertsey;5582;46° 04' 28" N;73° 53' 21" O
62053;M;Entrelacs;1082;46° 06' 34" N;74° 00' 11" O
62055;M;Notre-Dame-de-la-Merci;1125;46° 13' 30" N;74° 03' 34" O
62060;M;Saint-Donat;4918;46° 19' 04" N;74° 13' 15" O
62065;M;Saint-Côme;2779;46° 16' 05" N;73° 46' 25" O
62070;M;Sainte-Émélie-de-l'Énergie;1801;46° 19' 24" N;73° 38' 44" O
62075;P;Saint-Damien;2530;46° 20' 05" N;73° 28' 46" O
62080;M;Saint-Zénon;1396;46° 33' 38" N;73° 49' 02" O
62085;M;Saint-Michel-des-Saints;2778;46° 40' 34" N;73° 55' 03" O
62802;R;Manawan;2119;47° 13' 14" N;74° 23' 21" O
62902;NO;Lac-Minaki;0;46° 51' 11" N;73° 29' 34" O
62904;NO;Lac-Devenyns;5;47° 02' 40" N;73° 47' 03" O
62906;NO;Baie-de-la-Bouteille;9;46° 54' 00" N;73° 51' 60" O
62908;NO;Lac-Matawin;10;46° 53' 49" N;74° 16' 27" O
62910;NO;Lac-Legendre;0;46° 40' 24" N;74° 18' 48" O
62912;NO;Saint-Guillaume-Nord;114;46° 28' 37" N;73° 59' 23" O
62914;NO;Lac-des-Dix-Milles;0;46° 27' 06" N;74° 20' 09" O
62916;NO;Lac-Santé;0;46° 37' 36" N;74° 28' 46" O
62918;NO;Baie-Obaoca;0;47° 29' 46" N;74° 23' 25" O
62919;NO;Lac-Cabasta;0;47° 32' 04" N;74° 33' 29" O
62920;NO;Baie-Atibenne;0;47° 17' 01" N;74° 24' 14" O
62922;NO;Lac-du-Taureau;0;47° 14' 29" N;74° 38' 03" O
63005;M;Sainte-Marie-Salomé;1283;45° 55' 55" N;73° 29' 49" O
63013;M;Saint-Jacques;4711;45° 56' 43" N;73° 34' 22" O
63023;M;Saint-Alexis;1460;45° 56' 03" N;73° 36' 56" O
63030;M;Saint-Esprit;2350;45° 53' 54" N;73° 39' 56" O
63035;M;Saint-Roch-de-l'Achigan;5691;45° 51' 21" N;73° 35' 33" O
63040;M;Saint-Roch-Ouest;276;45° 51' 28" N;73° 39' 16" O
63048;V;Saint-Lin--Laurentides;26396;45° 51' 05" N;73° 45' 21" O
63055;M;Saint-Calixte;7567;45° 57' 08" N;73° 50' 58" O
63060;M;Sainte-Julienne;12531;45° 57' 46" N;73° 42' 32" O
63065;M;Saint-Liguori;2252;46° 00' 26" N;73° 34' 06" O
64008;V;Terrebonne;125278;45° 41' 30" N;73° 38' 04" O
64015;V;Mascouche;56173;45° 44' 43" N;73° 36' 08" O
65005;V;Laval;460396;45° 33' 06" N;73° 44' 43" O
66007;V;Montréal-Est;4910;45° 37' 53" N;73° 29' 43" O
66023;V;Montréal;1945359;45° 30' 32" N;73° 33' 15" O
66032;V;Westmount;20315;45° 29' 08" N;73° 35' 48" O
66047;V;Montréal-Ouest;5363;45° 27' 05" N;73° 38' 33" O
66058;V;Côte-Saint-Luc;38303;45° 28' 41" N;73° 39' 49" O
66062;V;Hampstead;7565;45° 28' 43" N;73° 38' 02" O
66072;V;Mont-Royal;22358;45° 30' 50" N;73° 38' 24" O
66087;V;Dorval;20730;45° 26' 21" N;73° 43' 50" O
66092;V;L'Île-Dorval;9;45° 25' 56" N;73° 44' 30" O
66097;V;Pointe-Claire;36194;45° 26' 55" N;73° 48' 59" O
66102;V;Kirkland;19518;45° 26' 54" N;73° 51' 32" O
66107;V;Beaconsfield;19356;45° 25' 36" N;73° 51' 60" O
66112;V;Baie-D'Urfé;3707;45° 24' 30" N;73° 54' 56" O
66117;V;Sainte-Anne-de-Bellevue;5487;45° 24' 14" N;73° 57' 08" O
66127;VL;Senneville;1022;45° 24' 49" N;73° 57' 35" O
66142;V;Dollard-des-Ormeaux;50611;45° 29' 01" N;73° 48' 36" O
67005;M;Saint-Mathieu;2559;45° 18' 46" N;73° 31' 07" O
67010;V;Saint-Philippe;8457;45° 21' 40" N;73° 28' 48" O
67015;V;La Prairie;27217;45° 25' 04" N;73° 29' 21" O
67020;V;Candiac;24514;45° 23' 41" N;73° 31' 11" O
67025;V;Delson;8567;45° 22' 33" N;73° 32' 30" O
67030;V;Sainte-Catherine;17714;45° 24' 19" N;73° 34' 18" O
67035;V;Saint-Constant;31940;45° 22' 17" N;73° 34' 18" O
67040;P;Saint-Isidore;2922;45° 18' 00" N;73° 40' 50" O
67045;V;Mercier;15743;45° 18' 43" N;73° 44' 43" O
67050;V;Châteauguay;53217;45° 21' 39" N;73° 45' 02" O
67055;V;Léry;2691;45° 20' 41" N;73° 48' 23" O
67802;R;Kahnawake;11169;45° 24' 39" N;73° 40' 53" O
68005;M;Saint-Bernard-de-Lacolle;1636;45° 05' 00" N;73° 24' 46" O
68010;VL;Hemmingford;919;45° 02' 46" N;73° 35' 18" O
68015;CT;Hemmingford;2177;45° 03' 15" N;73° 35' 06" O
68020;M;Sainte-Clotilde;3109;45° 09' 28" N;73° 40' 51" O
68025;M;Saint-Patrice-de-Sherrington;2058;45° 09' 37" N;73° 31' 51" O
68030;M;Napierville;4162;45° 11' 19" N;73° 24' 12" O
68035;M;Saint-Cyprien-de-Napierville;1790;45° 11' 37" N;73° 25' 29" O
68040;M;Saint-Jacques-le-Mineur;1886;45° 16' 37" N;73° 25' 04" O
68045;M;Saint-Édouard;1431;45° 14' 25" N;73° 30' 42" O
68050;M;Saint-Michel;3662;45° 14' 12" N;73° 34' 11" O
68055;V;Saint-Rémi;9518;45° 15' 33" N;73° 36' 51" O
69005;CT;Havelock;743;45° 02' 41" N;73° 45' 30" O
69010;M;Franklin;1722;45° 01' 45" N;73° 55' 27" O
69017;M;Saint-Chrysostome;2629;45° 06' 21" N;73° 45' 22" O
69025;M;Howick;886;45° 11' 11" N;73° 50' 58" O
69030;P;Très-Saint-Sacrement;1248;45° 10' 58" N;73° 50' 38" O
69037;M;Ormstown;4258;45° 07' 16" N;73° 59' 27" O
69045;M;Hinchinbrooke;2321;45° 01' 36" N;74° 05' 40" O
69050;M;Elgin;395;45° 01' 17" N;74° 15' 50" O
69055;V;Huntingdon;2897;45° 05' 14" N;74° 10' 31" O
69060;CT;Godmanchester;1548;45° 05' 28" N;74° 11' 26" O
69065;M;Sainte-Barbe;1916;45° 09' 44" N;74° 11' 47" O
69070;M;Saint-Anicet;2772;45° 08' 21" N;74° 21' 38" O
69075;CT;Dundee;376;45° 00' 36" N;74° 24' 09" O
69802;R;Akwesasne;2607;45° 00' 03" N;74° 38' 55" O
70005;M;Saint-Urbain-Premier;1362;45° 13' 13" N;73° 44' 20" O
70012;M;Sainte-Martine;5876;45° 14' 56" N;73° 47' 52" O
70022;V;Beauharnois;15184;45° 18' 47" N;73° 52' 41" O
70030;M;Saint-Étienne-de-Beauharnois;1136;45° 14' 30" N;73° 55' 18" O
70035;P;Saint-Louis-de-Gonzague;2478;45° 12' 53" N;73° 59' 54" O
70040;M;Saint-Stanislas-de-Kostka;2102;45° 10' 37" N;74° 07' 43" O
70052;V;Salaberry-de-Valleyfield;46208;45° 15' 19" N;74° 07' 54" O
71005;M;Rivière-Beaudette;2749;45° 12' 55" N;74° 19' 18" O
71015;M;Saint-Télesphore;817;45° 17' 35" N;74° 23' 31" O
71020;M;Saint-Polycarpe;2555;45° 18' 06" N;74° 18' 15" O
71025;V;Saint-Zotique;10397;45° 14' 29" N;74° 14' 58" O
71033;M;Les Coteaux;6113;45° 15' 39" N;74° 12' 14" O
71040;V;Coteau-du-Lac;7732;45° 17' 26" N;74° 10' 24" O
71045;M;Saint-Clet;1776;45° 21' 04" N;74° 13' 14" O
71050;M;Les Cèdres;7186;45° 18' 19" N;74° 03' 14" O
71055;VL;Pointe-des-Cascades;1822;45° 19' 44" N;73° 58' 19" O
71060;V;L'Île-Perrot;11914;45° 23' 36" N;73° 57' 17" O
71065;V;Notre-Dame-de-l'Île-Perrot;11789;45° 20' 60" N;73° 54' 11" O
71070;V;Pincourt;15281;45° 21' 26" N;73° 58' 56" O
71075;M;Terrasse-Vaudreuil;1921;45° 23' 28" N;73° 59' 13" O
71083;V;Vaudreuil-Dorion;46125;45° 24' 13" N;74° 02' 12" O
71090;VL;Vaudreuil-sur-le-Lac;1358;45° 25' 26" N;74° 02' 09" O
71095;V;L'Île-Cadieux;119;45° 25' 46" N;74° 01' 35" O
71100;V;Hudson;5543;45° 27' 32" N;74° 08' 32" O
71105;V;Saint-Lazare;22918;45° 23' 57" N;74° 08' 28" O
71110;M;Sainte-Marthe;1044;45° 24' 26" N;74° 18' 11" O
71115;M;Sainte-Justine-de-Newton;999;45° 22' 24" N;74° 24' 14" O
71125;M;Très-Saint-Rédempteur;1147;45° 26' 00" N;74° 23' 04" O
71133;V;Rigaud;8187;45° 28' 47" N;74° 17' 58" O
71140;M;Pointe-Fortune;606;45° 33' 42" N;74° 22' 53" O
72005;V;Saint-Eustache;47344;45° 33' 27" N;73° 53' 18" O
72010;V;Deux-Montagnes;18391;45° 32' 29" N;73° 53' 35" O
72015;V;Sainte-Marthe-sur-le-Lac;21716;45° 31' 42" N;73° 55' 55" O
72020;M;Pointe-Calumet;6410;45° 30' 00" N;73° 58' 02" O
72025;M;Saint-Joseph-du-Lac;7361;45° 32' 03" N;74° 00' 26" O
72032;M;Oka;4291;45° 27' 35" N;74° 05' 24" O
72043;M;Saint-Placide;1779;45° 32' 01" N;74° 12' 21" O
72802;EI;Kanesatake;1867;45° 29' 04" N;74° 07' 04" O
73005;V;Boisbriand;29517;45° 36' 45" N;73° 50' 18" O
73010;V;Sainte-Thérèse;27280;45° 38' 25" N;73° 50' 37" O
73015;V;Blainville;61566;45° 40' 46" N;73° 52' 26" O
73020;V;Rosemère;14191;45° 38' 19" N;73° 46' 60" O
73025;V;Lorraine;9724;45° 39' 34" N;73° 46' 33" O
73030;V;Bois-des-Filion;10702;45° 40' 11" N;73° 45' 19" O
73035;V;Sainte-Anne-des-Plaines;15914;45° 45' 35" N;73° 48' 56" O
74005;V;Mirabel;67564;45° 39' 51" N;74° 00' 07" O
75005;V;Saint-Colomban;18831;45° 44' 19" N;74° 08' 09" O
75017;V;Saint-Jérôme;84440;45° 46' 31" N;74° 00' 13" O
75028;M;Sainte-Sophie;19481;45° 49' 12" N;73° 53' 58" O
75040;V;Prévost;14228;45° 51' 29" N;74° 04' 12" O
75045;M;Saint-Hippolyte;12223;45° 55' 50" N;74° 01' 34" O
76008;M;Saint-André-d'Argenteuil;3257;45° 33' 35" N;74° 19' 56" O
76020;V;Lachute;15287;45° 39' 20" N;74° 20' 22" O
76025;CT;Gore;2686;45° 45' 06" N;74° 15' 19" O
76030;M;Mille-Isles;1839;45° 48' 55" N;74° 13' 14" O
76035;CT;Wentworth;668;45° 45' 52" N;74° 22' 22" O
76043;V;Brownsburg-Chatham;8148;45° 40' 35" N;74° 24' 31" O
76052;M;Grenville-sur-la-Rouge;3043;45° 39' 04" N;74° 37' 58" O
76055;VL;Grenville;1857;45° 37' 48" N;74° 36' 02" O
76065;CT;Harrington;948;45° 49' 42" N;74° 32' 53" O
77011;V;Estérel;288;46° 02' 28" N;74° 00' 54" O
77012;V;Sainte-Marguerite-du-Lac-Masson;3755;46° 01' 56" N;74° 03' 24" O
77022;V;Sainte-Adèle;14951;45° 57' 20" N;74° 08' 22" O
77030;M;Piedmont;3586;45° 53' 56" N;74° 07' 55" O
77035;P;Sainte-Anne-des-Lacs;4043;45° 51' 38" N;74° 07' 41" O
77043;V;Saint-Sauveur;12018;45° 53' 46" N;74° 09' 13" O
77050;M;Morin-Heights;4929;45° 54' 24" N;74° 14' 02" O
77055;M;Lac-des-Seize-Îles;197;45° 55' 29" N;74° 28' 16" O
77060;M;Wentworth-Nord;1775;45° 50' 51" N;74° 27' 28" O
77065;M;Saint-Adolphe-d'Howard;3914;45° 58' 11" N;74° 20' 09" O
78005;M;Val-Morin;3198;46° 00' 24" N;74° 11' 19" O
78010;VL;Val-David;5849;46° 01' 54" N;74° 12' 20" O
78015;M;Lantier;990;46° 08' 59" N;74° 15' 06" O
78020;M;Sainte-Lucie-des-Laurentides;1602;46° 07' 52" N;74° 10' 56" O
78032;V;Sainte-Agathe-des-Monts;11969;46° 02' 53" N;74° 17' 01" O
78042;M;Ivry-sur-le-Lac;385;46° 04' 32" N;74° 20' 14" O
78047;M;Mont-Blanc;4017;46° 06' 51" N;74° 28' 54" O
78050;V;Barkmere;84;46° 00' 05" N;74° 34' 25" O
78055;M;Montcalm;654;45° 56' 41" N;74° 32' 49" O
78060;CT;Arundel;591;45° 57' 60" N;74° 36' 58" O
78065;M;Huberdeau;866;45° 58' 31" N;74° 38' 05" O
78070;CT;Amherst;1664;46° 00' 39" N;74° 45' 48" O
78075;M;Brébeuf;998;46° 04' 28" N;74° 40' 21" O
78095;M;Lac-Supérieur;2043;46° 10' 59" N;74° 28' 29" O
78100;M;Val-des-Lacs;769;46° 10' 53" N;74° 20' 33" O
78102;V;Mont-Tremblant;11846;46° 07' 05" N;74° 36' 01" O
78115;M;La Conception;1679;46° 09' 12" N;74° 41' 40" O
78120;M;Labelle;2875;46° 16' 46" N;74° 44' 06" O
78127;M;Lac-Tremblant-Nord;67;46° 15' 04" N;74° 39' 05" O
78130;M;La Minerve;1505;46° 15' 22" N;74° 56' 12" O
78802;R;Doncaster;0;46° 08' 03" N;74° 09' 27" O
79005;M;Notre-Dame-du-Laus;1887;46° 05' 16" N;75° 37' 17" O
79010;M;Notre-Dame-de-Pontmain;841;46° 17' 11" N;75° 38' 01" O
79015;M;Lac-du-Cerf;492;46° 18' 10" N;75° 29' 49" O
79022;M;Saint-Aimé-du-Lac-des-Îles;849;46° 24' 11" N;75° 31' 40" O
79025;M;Kiamika;835;46° 25' 06" N;75° 22' 52" O
79030;M;Nominingue;2237;46° 23' 28" N;75° 01' 41" O
79037;V;Rivière-Rouge;4840;46° 24' 33" N;74° 52' 13" O
79047;M;La Macaza;1110;46° 22' 16" N;74° 46' 21" O
79050;M;L'Ascension;967;46° 33' 08" N;74° 49' 45" O
79060;VL;Lac-Saguay;570;46° 29' 50" N;75° 08' 37" O
79065;M;Chute-Saint-Philippe;1099;46° 38' 59" N;75° 14' 42" O
79078;M;Lac-des-Écorces;3106;46° 33' 24" N;75° 20' 51" O
79088;V;Mont-Laurier;14567;46° 32' 46" N;75° 30' 11" O
79097;M;Ferme-Neuve;2805;46° 42' 02" N;75° 27' 10" O
79105;M;Lac-Saint-Paul;561;46° 43' 57" N;75° 18' 38" O
79110;M;Mont-Saint-Michel;594;46° 46' 50" N;75° 20' 08" O
79115;M;Sainte-Anne-du-Lac;556;46° 52' 38" N;75° 19' 29" O
79902;NO;Lac-de-la-Pomme;0;47° 11' 14" N;74° 30' 49" O
79904;NO;Lac-Akonapwehikan;0;47° 29' 34" N;74° 27' 56" O
79906;NO;Lac-Wagwabika;0;47° 36' 29" N;74° 39' 24" O
79910;NO;Lac-Bazinet;0;47° 31' 49" N;74° 53' 21" O
79912;NO;Lac-De La Bidière;0;47° 22' 43" N;74° 58' 27" O
79914;NO;Lac-Oscar;0;47° 10' 40" N;75° 02' 08" O
79916;NO;Lac-de-la-Maison-de-Pierre;0;46° 50' 20" N;74° 36' 04" O
79920;NO;Baie-des-Chaloupes;0;46° 36' 22" N;74° 38' 37" O
79922;NO;Lac-Douaire;5;47° 00' 09" N;75° 22' 25" O
79924;NO;Lac-Ernest;0;46° 14' 53" N;75° 12' 48" O
79926;NO;Lac-Marguerite;0;47° 00' 42" N;75° 56' 27" O
80005;M;Fassett;483;45° 38' 45" N;74° 52' 09" O
80010;M;Montebello;980;45° 38' 60" N;74° 56' 22" O
80015;M;Notre-Dame-de-Bonsecours;301;45° 40' 14" N;74° 59' 01" O
80020;M;Notre-Dame-de-la-Paix;724;45° 48' 32" N;74° 57' 55" O
80027;M;Saint-André-Avellin;3919;45° 43' 30" N;75° 03' 15" O
80037;M;Papineauville;2390;45° 37' 09" N;75° 01' 05" O
80045;M;Plaisance;1200;45° 36' 26" N;75° 06' 44" O
80050;V;Thurso;3400;45° 35' 58" N;75° 14' 35" O
80055;CT;Lochaber;487;45° 37' 47" N;75° 11' 51" O
80060;CT;Lochaber-Partie-Ouest;1012;45° 36' 04" N;75° 18' 32" O
80065;M;Mayo;712;45° 39' 47" N;75° 20' 39" O
80070;M;Saint-Sixte;556;45° 41' 58" N;75° 12' 30" O
80078;M;Ripon;1849;45° 46' 57" N;75° 06' 06" O
80085;M;Mulgrave-et-Derry;509;45° 46' 49" N;75° 21' 58" O
80087;M;Notre-Dame-de-la-Salette;877;45° 45' 59" N;75° 34' 58" O
80090;M;Montpellier;1247;45° 51' 15" N;75° 09' 54" O
80095;M;Lac-Simon;1172;45° 54' 28" N;75° 05' 37" O
80103;M;Chénéville;951;45° 53' 02" N;75° 03' 17" O
80110;M;Namur;650;45° 53' 43" N;74° 55' 42" O
80115;M;Boileau;419;45° 54' 03" N;74° 46' 30" O
80125;M;Saint-Émile-de-Suffolk;549;45° 55' 30" N;74° 54' 48" O
80130;M;Lac-des-Plages;547;45° 59' 52" N;74° 53' 12" O
80135;M;Duhamel;571;46° 01' 30" N;75° 04' 45" O
80140;M;Val-des-Bois;972;45° 54' 56" N;75° 35' 33" O
80145;M;Bowman;705;45° 52' 50" N;75° 38' 07" O
81017;V;Gatineau;305334;45° 25' 40" N;75° 42' 40" O
82005;M;L'Ange-Gardien;6895;45° 36' 35" N;75° 23' 43" O
82015;M;Val-des-Monts;14249;45° 39' 54" N;75° 44' 03" O
82020;M;Cantley;12284;45° 33' 03" N;75° 47' 02" O
82025;M;Chelsea;8952;45° 30' 15" N;75° 47' 40" O
82030;M;Pontiac;6479;45° 31' 43" N;76° 00' 05" O
82035;M;La Pêche;9242;45° 38' 31" N;76° 02' 18" O
83005;M;Denholm;568;45° 48' 43" N;75° 45' 39" O
83010;CT;Low;1068;45° 48' 34" N;75° 56' 56" O
83015;M;Kazabazua;1102;45° 57' 03" N;76° 00' 46" O
83020;M;Lac-Sainte-Marie;731;45° 56' 58" N;75° 56' 44" O
83032;V;Gracefield;2532;46° 04' 54" N;76° 03' 37" O
83040;M;Cayamant;978;46° 08' 09" N;76° 14' 44" O
83045;M;Blue Sea;715;46° 10' 57" N;76° 03' 34" O
83050;M;Bouchette;756;46° 12' 10" N;75° 57' 27" O
83055;M;Sainte-Thérèse-de-la-Gatineau;549;46° 18' 06" N;75° 52' 01" O
83060;M;Messines;1658;46° 14' 30" N;76° 01' 18" O
83065;V;Maniwaki;3768;46° 22' 28" N;75° 58' 55" O
83070;M;Déléage;2069;46° 22' 58" N;75° 55' 53" O
83075;M;Egan-Sud;540;46° 24' 34" N;75° 58' 56" O
83085;M;Bois-Franc;422;46° 30' 09" N;75° 58' 52" O
83088;M;Montcerf-Lytton;667;46° 32' 21" N;76° 02' 34" O
83090;CT;Aumond;780;46° 28' 01" N;75° 53' 48" O
83095;M;Grand-Remous;1198;46° 36' 27" N;75° 54' 12" O
83802;R;Kitigan Zibi;1255;46° 22' 08" N;75° 58' 28" O
83804;R;Lac-Rapide;342;47° 15' 22" N;76° 42' 27" O
83902;NO;Lac-Pythonga;10;46° 55' 13" N;76° 31' 54" O
83904;NO;Cascades-Malignes;0;46° 49' 27" N;76° 02' 16" O
83906;NO;Lac-Lenôtre;0;47° 27' 40" N;75° 59' 24" O
83908;NO;Lac-Moselle;0;47° 34' 17" N;75° 41' 36" O
83912;NO;Dépôt-Échouani;0;47° 42' 22" N;75° 33' 07" O
84005;M;Bristol;1142;45° 31' 55" N;76° 22' 29" O
84010;M;Shawville;1736;45° 36' 13" N;76° 29' 30" O
84015;M;Clarendon;1448;45° 35' 54" N;76° 29' 29" O
84020;VL;Portage-du-Fort;238;45° 35' 33" N;76° 39' 57" O
84025;M;Bryson;659;45° 40' 41" N;76° 37' 21" O
84030;M;Campbell's Bay;706;45° 43' 59" N;76° 35' 45" O
84035;M;L'Île-du-Grand-Calumet;685;45° 43' 08" N;76° 36' 41" O
84040;M;Litchfield;497;45° 47' 31" N;76° 37' 19" O
84045;M;Thorne;554;45° 45' 42" N;76° 23' 07" O
84050;M;Alleyn-et-Cawood;245;45° 55' 31" N;76° 09' 30" O
84055;M;Otter Lake;980;45° 51' 08" N;76° 25' 59" O
84060;VL;Fort-Coulonge;1298;45° 50' 24" N;76° 44' 02" O
84065;M;Mansfield-et-Pontefract;2315;45° 51' 40" N;76° 44' 21" O
84070;M;Waltham;392;45° 54' 36" N;76° 54' 44" O
84082;M;L'Isle-aux-Allumettes;1399;45° 54' 38" N;77° 04' 22" O
84090;CT;Chichester;356;45° 56' 02" N;77° 07' 10" O
84095;M;Sheenboro;117;45° 58' 10" N;77° 13' 55" O
84100;M;Rapides-des-Joachims;146;46° 11' 52" N;77° 41' 22" O
84902;NO;Lac-Nilgaut;5;46° 38' 50" N;77° 10' 07" O
85005;V;Témiscaming;2355;46° 43' 20" N;79° 05' 34" O
85010;M;Kipawa;419;46° 44' 56" N;79° 03' 03" O
85015;P;Saint-Édouard-de-Fabre;675;47° 11' 53" N;79° 22' 00" O
85020;M;Béarn;774;47° 17' 35" N;79° 19' 33" O
85025;V;Ville-Marie;2417;47° 19' 44" N;79° 26' 15" O
85030;M;Duhamel-Ouest;943;47° 18' 50" N;79° 26' 14" O
85037;M;Lorrainville;1289;47° 21' 10" N;79° 21' 11" O
85045;M;Saint-Bruno-de-Guigues;1192;47° 27' 50" N;79° 26' 17" O
85052;M;Laverlochère-Angliers;984;47° 25' 33" N;79° 18' 33" O
85055;M;Fugèreville;329;47° 23' 49" N;79° 12' 01" O
85060;CU;Latulipe-et-Gaboury;325;47° 25' 40" N;79° 01' 55" O
85065;V;Belleterre;292;47° 23' 21" N;78° 42' 12" O
85070;M;Laforce;287;47° 32' 11" N;78° 43' 36" O
85075;M;Moffet;212;47° 32' 34" N;78° 57' 06" O
85085;M;Saint-Eugène-de-Guigues;468;47° 30' 42" N;79° 21' 10" O
85090;M;Notre-Dame-du-Nord;1090;47° 35' 54" N;79° 28' 55" O
85095;CT;Guérin;326;47° 39' 27" N;79° 19' 00" O
85100;CT;Nédélec;367;47° 41' 30" N;79° 25' 37" O
85105;M;Rémigny;307;47° 45' 44" N;79° 12' 32" O
85802;R;Kebaowek;359;46° 47' 09" N;78° 59' 01" O
85803;EI;Hunter's Point;5;46° 59' 37" N;78° 48' 14" O
85804;EI;Winneway;281;47° 34' 53" N;78° 34' 24" O
85806;R;Timiskaming;547;47° 36' 26" N;79° 28' 15" O
85905;NO;Laniel;97;47° 00' 48" N;79° 12' 21" O
85907;NO;Les Lacs-du-Témiscamingue;10;46° 58' 10" N;78° 15' 35" O
86042;V;Rouyn-Noranda;43328;48° 14' 15" N;79° 01' 02" O
87005;V;Duparquet;732;48° 30' 22" N;79° 13' 49" O
87010;M;Rapide-Danseur;381;48° 33' 03" N;79° 18' 05" O
87015;M;Roquemaure;382;48° 36' 17" N;79° 24' 14" O
87020;M;Gallichan;502;48° 36' 11" N;79° 17' 56" O
87025;M;Palmarolle;1424;48° 39' 38" N;79° 12' 03" O
87030;M;Sainte-Germaine-Boulé;948;48° 36' 13" N;79° 06' 54" O
87035;M;Poularies;677;48° 39' 44" N;78° 59' 05" O
87042;M;Taschereau;917;48° 39' 45" N;78° 41' 02" O
87050;M;Authier;287;48° 43' 47" N;78° 51' 25" O
87058;V;Macamic;2689;48° 45' 18" N;79° 00' 06" O
87070;P;Sainte-Hélène-de-Mancebourg;402;48° 44' 58" N;79° 17' 50" O
87075;M;Clerval;369;48° 44' 57" N;79° 26' 17" O
87080;M;La Reine;303;48° 52' 06" N;79° 30' 21" O
87085;M;Dupuy;963;48° 49' 44" N;79° 21' 27" O
87090;V;La Sarre;7212;48° 48' 25" N;79° 12' 17" O
87095;M;Chazel;275;48° 51' 51" N;79° 03' 18" O
87100;M;Authier-Nord;277;48° 50' 19" N;78° 51' 42" O
87105;M;Val-Saint-Gilles;165;48° 58' 54" N;79° 07' 10" O
87110;CT;Clermont;479;48° 55' 22" N;79° 15' 17" O
87115;M;Normétal;791;48° 59' 42" N;79° 21' 47" O
87120;P;Saint-Lambert;197;48° 57' 11" N;79° 27' 31" O
87902;NO;Lac-Duparquet;0;48° 28' 01" N;79° 24' 31" O
87904;NO;Rivière-Ojima;62;48° 48' 27" N;78° 41' 45" O
88005;M;Champneuf;85;48° 35' 18" N;77° 29' 54" O
88012;M;La Morandière-Rochebaucourt;344;48° 36' 57" N;77° 38' 15" O
88022;M;Barraute;1918;48° 26' 18" N;77° 37' 59" O
88030;M;La Corne;830;48° 21' 27" N;77° 59' 48" O
88035;CT;Landrienne;934;48° 32' 50" N;77° 56' 57" O
88040;P;Saint-Marc-de-Figuery;909;48° 28' 26" N;78° 02' 51" O
88045;M;La Motte;510;48° 19' 41" N;78° 06' 37" O
88050;M;Saint-Mathieu-d'Harricana;837;48° 28' 23" N;78° 08' 23" O
88057;V;Amos;13897;48° 33' 53" N;78° 06' 45" O
88065;M;Saint-Dominique-du-Rosaire;456;48° 45' 50" N;78° 06' 53" O
88070;M;Berry;534;48° 43' 09" N;78° 15' 14" O
88075;CT;Trécesson;1263;48° 37' 42" N;78° 21' 42" O
88080;CT;Launay;213;48° 38' 38" N;78° 31' 54" O
88085;M;Sainte-Gertrude-Manneville;773;48° 31' 05" N;78° 18' 32" O
88090;M;Preissac;968;48° 24' 28" N;78° 21' 59" O
88802;R;Pikogan;562;48° 35' 51" N;78° 07' 12" O
88902;NO;Lac-Despinassy;19;48° 48' 50" N;77° 27' 07" O
88904;NO;Lac-Chicobi;159;48° 46' 42" N;78° 30' 32" O
89008;V;Val-d'Or;33382;48° 06' 07" N;77° 47' 22" O
89010;M;Rivière-Héva;1563;48° 14' 16" N;78° 12' 60" O
89015;V;Malartic;3502;48° 08' 11" N;78° 07' 39" O
89040;V;Senneterre;2798;48° 23' 25" N;77° 14' 26" O
